level_0,index,society,price,sector,price_per_sqft,area,property_type,areaWithType,super_built_up_area,built_up_area,carpet_area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,servant room,pooja room,study room,others,store room,furnishing_type,luxary_score
1662,1708,dlf regal gardens,1.65,sector 90,7449.0,2215.0,flat,Super Built up area 2215(205.78 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),2214.9953419999997,1900.0,1700.0,4.0,4.0,3+ ,8.0,East,relatively new,0,0,0,1,0,1,79
1663,1709,capital residences 360,1.66,sector 70a,8400.0,1976.0,flat,Super Built up area 1976(183.58 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),1976.036762,1900.0,1500.0,3.0,3.0,3+ ,8.0,East,new Property,1,0,0,0,0,1,132
1664,1710,kendriya vihar,0.58,sector 56,9586.0,605.0,flat,Carpet area: 605 (56.21 sq.m.),,,605.0,1.0,1.0,1 ,1.0,,old property,0,0,0,0,0,1,77
1665,1711,breez global heights,0.24,sector 36,5825.0,412.0,flat,Carpet area: 412 (38.28 sq.m.),,,412.0,1.0,1.0,1 ,8.0,,new Property,0,0,0,0,0,0,57
1666,1712,experion the heartsong,1.7,sector 108,8487.0,2003.0,flat,Super Built up area 2003(186.08 sq.m.)Built Up area: 1500.29 sq.ft. (139.38 sq.m.)Carpet area: 1140.98 sq.ft. (106 sq.m.),2002.946512,1500.29,1140.98,3.0,4.0,3+ ,14.0,South-East,relatively new,1,0,0,0,0,1,119
1667,1713,chd avenue,1.32,sector 71,6019.0,2193.0,flat,Super Built up area 2193(203.74 sq.m.),2193.036986,,,4.0,4.0,3 ,14.0,South,moderately old,1,0,0,0,0,1,65
1668,1714,sukhshanti apartment,1.7,sector 56,7727.0,2200.0,flat,Built Up area: 2200 (204.39 sq.m.)Carpet area: 1610 sq.ft. (149.57 sq.m.),,2200.0,1610.0,3.0,3.0,3 ,4.0,South,moderately old,0,0,1,0,0,1,49
1669,1715,krisumi waterfall residences,4.1,sector 36a,15500.0,2645.0,flat,Carpet area: 2538 (235.79 sq.m.),,,2538.0,3.0,4.0,3 ,30.0,,new Property,0,0,1,0,0,2,49
1670,1716,ramprastha skyz,1.1,sector 37d,6376.0,1725.0,flat,Super Built up area 1725(160.26 sq.m.),1725.0226139999997,,,3.0,3.0,3+ ,7.0,East,under construction,0,0,0,0,0,1,109
1671,1717,ild grand,1.2,sector 37c,6593.0,1820.0,flat,Super Built up area 1820(169.08 sq.m.),1819.960212,,,3.0,3.0,3 ,7.0,,old property,0,0,0,0,0,1,24
1672,1718,the close north,2.97,sector 50,11401.0,2605.0,flat,Super Built up area 2605(242.01 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),2604.971439,2600.0,2100.0,3.0,3.0,3+ ,8.0,North,moderately old,1,0,0,0,0,0,174
1673,1719,m3m sierra 68,1.1,sector 68,8986.0,1224.0,flat,Super Built up area 1224(113.71 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 830 sq.ft. (77.11 sq.m.),1223.963069,1150.0,830.0,2.0,2.0,3 ,1.0,North-East,relatively new,0,0,0,0,0,0,127
1674,1720,,1.25,sector 9,8735.0,1431.0246136233543,house,Plot area 159(132.94 sq.m.),,1431.0,,10.0,6.0,3+ ,3.0,,old property,0,0,0,0,0,1,0
1675,1721,shree vardhman flora,0.65,sector 90,4814.0,1350.0,flat,Super Built up area 1350(125.42 sq.m.),1350.0083379999999,,,2.0,2.0,3 ,6.0,West,relatively new,0,0,1,0,0,1,174
1676,1722,dlf the ultima,2.25,sector 81,10755.0,2092.0,flat,Super Built up area 2092(194.35 sq.m.)Built Up area: 2090 sq.ft. (194.17 sq.m.)Carpet area: 2087 sq.ft. (193.89 sq.m.),2091.963965,2090.0,2087.0,3.0,4.0,3+ ,11.0,West,relatively new,1,0,0,0,0,2,174
1677,1723,sobha city,2.9,sector 108,14478.0,2003.0,flat,Super Built up area 2003(186.08 sq.m.),2002.946512,,,3.0,4.0,2 ,11.0,North-East,relatively new,0,0,0,0,0,1,108
1678,1724,,7.2,sector 17b,15926.0,4520.909205073464,house,Plot area 420,,4494.0,,4.0,4.0,2 ,1.0,,old property,1,0,0,0,1,1,0
1679,1725,emaar palm gardens,1.75,sector 83,9210.0,1900.0,flat,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),1900.0436280000001,,1240.04,3.0,3.0,3+ ,11.0,East,relatively new,1,0,0,0,0,1,120
1680,1727,shree vardhman flora,0.7,sector 90,5325.0,1315.0,flat,Super Built up area 1352(125.6 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.),1351.9458399999999,1350.0,,2.0,2.0,3 ,9.0,East,new Property,0,0,1,0,0,1,60
1681,1728,ansal api esencia,1.85,sector 67,74000.0,250.0,house,Carpet area: 250 (23.23 sq.m.),,,250.0,3.0,3.0,3 ,1.0,,undefined,0,0,0,0,0,1,49
1682,1729,naman residency,0.5,sector 4,11111.0,450.0045000450005,house,Plot area 450(41.81 sq.m.),,450.0,,2.0,2.0,2 ,2.0,West,new Property,1,1,1,1,0,1,14
1683,1730,,5.0,sector 4,10101.0,4950.00495000495,house,Plot area 550(459.87 sq.m.),,4950.0,,3.0,3.0,2 ,1.0,North-East,old property,0,0,0,0,0,1,22
1684,1731,parsvnath green ville,2.5,sector 48,12820.0,1950.0,flat,Carpet area: 1950 (181.16 sq.m.),,,1950.0,4.0,5.0,3 ,1.0,South-East,moderately old,0,0,0,1,0,0,49
1685,1732,uppal southend,4.4,sector 49,15278.0,2879.9581097002224,house,Plot area 320(267.56 sq.m.),,2880.0,,6.0,6.0,3 ,3.0,North,moderately old,1,1,1,0,1,2,110
1686,1733,pivotal devaan,0.3,sector 84,6666.0,450.0,flat,Carpet area: 450 (41.81 sq.m.),,,450.0,1.0,1.0,1 ,14.0,,new Property,0,0,0,0,0,0,22
1687,1734,sbtl caladium,1.35,sector 109,7180.0,1880.0,flat,Super Built up area 1880(174.66 sq.m.)Carpet area: 1128 sq.ft. (104.79 sq.m.),1880.0227739999998,,1128.0,3.0,2.0,3+ ,12.0,West,relatively new,0,0,0,0,0,1,128
1688,1735,ats triumph,2.65,sector 104,8412.0,3150.0,flat,Super Built up area 3150(292.64 sq.m.)Carpet area: 2650 sq.ft. (246.19 sq.m.),3149.9476959999997,,2650.0,4.0,4.0,3+ ,14.0,East,relatively new,1,0,0,0,0,0,21
1689,1736,mahindra aura,1.4,sector 110,9655.0,1450.0,flat,Super Built up area 1615(150.04 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),1615.0155559999998,,1450.0,3.0,3.0,3 ,10.0,North,relatively new,0,0,0,0,0,0,142
1690,1737,chintels paradiso,2.0,sector 109,7604.0,2630.0,flat,Super Built up area 2630(244.33 sq.m.),2629.943687,,,4.0,4.0,2 ,11.0,,relatively new,1,1,0,0,0,1,64
1691,1738,unitech greenwood city,,sector 45,,,house,Plot area 240(200.67 sq.m.),,240.0,,9.0,9.0,3+ ,3.0,South-East,relatively new,1,0,1,0,0,2,110
1692,1739,antriksh green,2.25,sector 45,7826.0,2875.0,flat,Carpet area: 2875 (267.1 sq.m.),,,2875.0,4.0,4.0,2 ,9.0,North,old property,1,0,0,0,0,2,23
1693,1740,bestech park view residency,1.36,sector 2,7646.0,1779.0,flat,Super Built up area 1780(165.37 sq.m.),1780.026143,,,3.0,3.0,3+ ,5.0,South-West,moderately old,0,0,0,0,0,1,84
1694,1741,signature global city 63a,1.4,sector 63a,11336.0,1235.0,flat,Carpet area: 1235 (114.74 sq.m.),,,1235.0,2.0,2.0,2 ,3.0,East,under construction,0,0,0,1,0,1,0
1695,1742,tata primanti,4.0,sector 72,16032.0,2495.0,flat,Super Built up area 2905(269.88 sq.m.)Carpet area: 2495 sq.ft. (231.79 sq.m.),2904.961332,,2495.0,4.0,5.0,3+ ,22.0,West,relatively new,1,0,0,0,0,0,174
1696,1743,vatika the seven lamps,1.28,sector 82,6819.0,1877.0,flat,Super Built up area 1877(174.38 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),1877.0088819999999,1800.0,1500.0,3.0,3.0,3 ,3.0,North,relatively new,0,0,1,0,0,0,165
1697,1744,m3m merlin,2.9,sector 67,14167.0,2047.0,flat,Super Built up area 2047(190.17 sq.m.),2046.9708629999998,,,3.0,3.0,3 ,0.0,West,relatively new,0,0,0,1,0,0,49
1698,1745,parsvnath green ville,1.75,sector 48,7201.0,2430.0,flat,Super Built up area 2430(225.75 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2429.950425,2200.0,1800.0,3.0,3.0,3 ,7.0,South,old property,1,0,0,0,0,0,109
1699,1746,signature the roselia,0.45,sector 95,7.0,642857.0,flat,Carpet area: 569243 (52884.41 sq.m.),,,569243.0,2.0,2.0,2 ,2.0,South-West,new Property,0,0,0,0,0,1,76
1700,1747,emaar digihomes,2.15,sector 62,14257.0,1508.0,flat,Carpet area: 1508 (140.1 sq.m.),,,1508.0,2.0,2.0,3 ,31.0,,under construction,0,0,0,0,0,1,101
1701,1748,today callidora,0.9,sector 73,5548.0,1622.0,flat,Built Up area: 1622 (150.69 sq.m.),,1622.0,,3.0,3.0,3 ,3.0,East,under construction,1,0,0,0,0,1,63
1702,1749,aipl the peaceful homes,2.4,sector 70a,11162.0,2150.0,flat,Super Built up area 2150(199.74 sq.m.),2149.981386,,,3.0,3.0,3 ,11.0,South-West,relatively new,1,0,0,0,0,1,108
1703,1750,pareena coban residences,1.05,sector 99a,6774.0,1550.0,flat,Super Built up area 1550(144 sq.m.)Built Up area: 1390 sq.ft. (129.14 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),1550.0016,1390.0,1240.0,2.0,2.0,3 ,2.0,East,relatively new,0,0,1,0,0,1,49
1704,1751,ss the leaf,1.22,sector 85,13318.0,916.0,flat,Super Built up area 1772(164.62 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 916 sq.ft. (85.1 sq.m.),1771.9532179999999,1300.0,916.0,2.0,2.0,3 ,16.0,North-East,relatively new,0,0,0,0,1,1,81
1705,1752,"m m residency, krishna colony, gurgaon",0.54,sector 7,5888.0,917.0,flat,Carpet area: 900 (83.61 sq.m.),,,900.0,2.0,2.0,1 ,3.0,East,relatively new,0,0,0,0,0,1,70
1706,1753,shree vardhman victoria,1.15,sector 70,8518.0,1350.0,flat,Carpet area: 1350 (125.42 sq.m.),,,1350.0,2.0,2.0,2 ,6.0,South-West,relatively new,0,0,1,0,0,1,85
1707,1754,ss the leaf,2.15,sector 85,7645.0,2812.0,flat,Super Built up area 2812(261.24 sq.m.),2811.961236,,,4.0,5.0,3+ ,1.0,South,relatively new,1,0,0,0,0,1,165
1708,1755,sector 14 rwa,6.5,sector 14,26000.0,2500.0,house,Plot area 2500(232.26 sq.m.),,2500.0,,5.0,5.0,0 ,4.0,,moderately old,0,0,0,0,0,1,0
1709,1756,godrej,1.29,sector 79,8206.0,1572.0,flat,Super Built up area 1572(146.04 sq.m.),1571.959956,,,2.0,2.0,3 ,4.0,,new Property,0,0,0,0,0,1,0
1710,1757,imperia the esfera,0.9,sector 37c,6272.0,1435.0,flat,Built Up area: 1435 (133.32 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),,1435.0,1100.0,3.0,3.0,3 ,9.0,East,undefined,0,0,0,0,0,1,66
1711,1758,dlf city plots phase 2,6.5,sector 25,36111.0,1800.00553847858,house,Plot area 200(167.23 sq.m.),,1800.0,,5.0,5.0,3+ ,3.0,East,old property,1,1,1,0,1,0,134
1712,1759,emaar mgf emerald floors premier,2.79,sector 65,14126.0,1975.0,flat,Carpet area: 1975 (183.48 sq.m.),,,1975.0,4.0,4.0,3+ ,2.0,South-West,relatively new,1,0,1,0,0,2,174
1713,1760,unitech sunbreeze,0.75,sector 69,6849.0,1095.0,flat,Super Built up area 1095(101.73 sq.m.),1095.011547,,,2.0,2.0,2 ,4.0,,under construction,0,0,0,0,0,1,0
1714,1761,godrej aria,1.95,sector 79,8519.0,2289.0,flat,Super Built up area 2289(212.66 sq.m.)Carpet area: 1121 sq.ft. (104.14 sq.m.),2289.0509739999998,,1121.0,3.0,4.0,3+ ,10.0,,new Property,1,0,0,0,0,1,32
1715,1762,siddhartha apartment,1.1,sector 95,4327.0,2542.0,flat,Carpet area: 2542 (236.16 sq.m.),,,2542.0,4.0,3.0,3 ,9.0,North,relatively new,1,0,0,1,0,1,22
1716,1763,ats marigold,1.5,sector 89,8500.0,1765.0,flat,Super Built up area 1750(162.58 sq.m.)Built Up area: 1480 sq.ft. (137.5 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),1749.994862,1480.0,1450.0,3.0,3.0,3 ,5.0,North,under construction,0,0,0,0,0,1,96
1717,1764,unitech uniworld gardens,2.15,sector 47,10306.0,2086.0,flat,Super Built up area 2086(193.8 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),2086.04382,1950.0,1750.0,3.0,4.0,3+ ,10.0,East,moderately old,1,0,0,0,0,1,49
1718,1765,ss the leaf,1.05,sector 85,6163.0,1704.0,flat,Super Built up area 1671(155.24 sq.m.),1670.987836,,,2.0,2.0,3+ ,7.0,West,relatively new,0,0,0,0,1,1,144
1719,1766,experion windchants,3.65,sector 112,12312.0,2965.0,flat,Super Built up area 2802(260.31 sq.m.)Built Up area: 2225.56 sq.ft. (206.76 sq.m.),2801.950809,2225.56,,3.0,4.0,3+ ,14.0,South,relatively new,1,0,0,0,0,0,150
1720,1767,smart world orchard,2.57,sector 61,15766.0,1630.0,flat,Carpet area: 1630 (151.43 sq.m.),,,1630.0,3.0,3.0,2 ,3.0,North-East,under construction,0,0,1,0,0,1,0
1721,1768,signature global park,0.75,sohna road,6938.0,1081.0,flat,Carpet area: 1081 (100.43 sq.m.),,,1081.0,3.0,2.0,3+ ,4.0,East,new Property,0,0,0,0,0,1,101
1722,1769,sidhartha ncr one phase,0.6,sector 95,4800.0,1250.0,flat,Built Up area: 1250 (116.13 sq.m.),,1250.0,,2.0,2.0,3 ,10.0,North-East,undefined,0,0,0,0,0,1,0
1723,1770,dlf the ultima,3.46,sector 81,12047.0,2872.0,flat,Super Built up area 2872(266.82 sq.m.),2872.0237979999997,,,4.0,4.0,3+ ,10.0,East,new Property,1,0,0,0,0,2,161
1724,1771,avl 36 gurgaon,0.5,sector 36a,8333.0,600.0,flat,Built Up area: 600 (55.74 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),,600.0,500.0,1.0,1.0,1 ,5.0,,undefined,0,0,0,0,0,1,0
1725,1772,antriksh heights,0.49,sector 84,4355.0,1125.0,flat,Super Built up area 1125(104.52 sq.m.),1125.0428279999999,,,2.0,2.0,2 ,16.0,East,relatively new,0,0,0,0,0,1,66
1726,1773,dlf new town heights,2.5,sector 86,7058.0,3542.0799093227542,house,Plot area 3400(315.87 sq.m.),,3400.0,,4.0,4.0,3+ ,3.0,East,moderately old,1,1,1,0,1,0,142
1727,1774,ireo the grand arch,4.85,sector 58,16934.0,2864.0,flat,Carpet area: 2864 (266.07 sq.m.),,,2864.0,4.0,5.0,3 ,23.0,North-West,relatively new,1,1,1,1,0,0,49
1728,1775,unitech south city,5.88,sector 50,27222.0,2160.0176327970025,house,Plot area 240(200.67 sq.m.),,2160.0,,9.0,9.0,3+ ,3.0,East,relatively new,1,1,1,1,0,2,128
1729,1776,smart world gems,1.05,sector 89,9519.0,1103.0,flat,Built Up area: 1103 (102.47 sq.m.),,1103.0,,2.0,2.0,2 ,4.0,,under construction,0,0,1,1,0,1,38
1730,1777,godrej,1.41,sector 79,9000.0,1567.0,flat,Carpet area: 1572 (146.04 sq.m.),,,1572.0,2.0,2.0,3 ,3.0,,new Property,0,0,1,0,0,1,104
1731,1778,the close north,2.35,sector 50,11358.0,2069.0,flat,Super Built up area 2069(192.22 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2069.036858,1900.0,1800.0,3.0,3.0,3 ,8.0,North-West,moderately old,0,0,0,0,0,0,49
1732,1780,signature global orchard avenue,0.85,sector 93,14237.0,597.0,flat,Built Up area: 597 (55.46 sq.m.),,597.0,,2.0,2.0,0 ,10.0,,undefined,0,0,0,0,0,1,0
1733,1781,shree vardhman victoria,1.65,sector 70,8461.0,1950.0,flat,Super Built up area 1950(181.16 sq.m.)Carpet area: 1267 sq.ft. (117.71 sq.m.),1949.988124,,1267.0,3.0,4.0,3 ,1.0,North,relatively new,1,0,0,0,0,2,167
1734,1782,,8.0,sector 25,8000.0,10000.0,house,Carpet area: 10000 (929.03 sq.m.),,,10000.0,3.0,9.0,2 ,3.0,,new Property,0,0,0,0,0,1,0
1735,1783,,0.32,sector 17,5664.0,564.9717514124294,house,Built Up area: 565 (52.49 sq.m.),,565.0,,5.0,1.0,0 ,1.0,,undefined,0,0,0,0,0,1,0
1736,1784,ashiana mulberry,1.07,sohna road,6184.0,1730.0,flat,Super Built up area 1730(160.72 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),1729.974008,1600.0,1300.0,3.0,3.0,3+ ,7.0,North-East,relatively new,0,0,0,0,0,1,167
1737,1785,chd avenue,1.16,sector 71,6655.0,1743.0,flat,Super Built up area 1743(161.93 sq.m.),1742.998327,,,3.0,3.0,3 ,5.0,South-West,moderately old,1,0,0,0,0,0,73
1738,1786,shree vardhman victoria,1.8,sector 70,9230.0,1950.0,flat,Super Built up area 1950(181.16 sq.m.),1949.988124,,,3.0,3.0,3+ ,10.0,North-East,new Property,0,0,0,1,0,0,49
1739,1787,,7.5,sector 14,16600.0,4518.0722891566265,house,Plot area 502(419.74 sq.m.),,4518.0,,3.0,3.0,2 ,1.0,West,old property,1,1,1,0,0,0,27
1740,1788,godrej aria,1.0,sector 79,6653.0,1503.0,flat,Super Built up area 1503(139.63 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),1502.9633569999999,1300.0,1200.0,2.0,2.0,2 ,4.0,North-West,relatively new,0,0,1,0,0,1,49
1741,1789,smart world gems,1.0,sector 89,9033.0,1107.0,flat,Carpet area: 1107 (102.84 sq.m.),,,1107.0,2.0,2.0,2 ,1.0,,under construction,0,0,1,0,0,1,38
1742,1790,orris aster court,0.93,sector 85,5671.0,1640.0,flat,Built Up area: 1587 (147.44 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),,1587.0,1250.0,3.0,3.0,3 ,8.0,,relatively new,0,0,0,0,0,1,0
1743,1791,sapphire eighty three,0.65,sector 83,9286.0,700.0,flat,Built Up area: 700 (65.03 sq.m.),,700.0,,1.0,1.0,0 ,6.0,,undefined,0,0,0,0,0,1,0
1744,1792,tata primanti,4.0,sector 72,13769.0,2905.0,flat,Super Built up area 2905(269.88 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),2904.961332,2800.0,2500.0,4.0,5.0,3+ ,9.0,North-East,relatively new,1,0,0,0,0,0,165
1745,1793,,8.49,sector 26,47167.0,1799.9872792418428,house,Plot area 200(167.23 sq.m.),,1800.0,,12.0,12.0,3+ ,4.0,North,relatively new,1,1,0,0,0,0,42
1746,1794,prime habitat,0.32,sector 99a,4657.0,687.0,flat,Super Built up area 687(63.82 sq.m.)Built Up area: 601 sq.ft. (55.83 sq.m.)Carpet area: 448 sq.ft. (41.62 sq.m.),686.952098,601.0,448.0,2.0,2.0,1 ,7.0,,relatively new,0,0,0,0,0,1,44
1747,1795,international city by sobha phase 2,9.5,sector 109,26389.0,3599.984842169086,house,Plot area 400(334.45 sq.m.),,3600.0,,7.0,6.0,3 ,3.0,West,relatively new,1,1,1,0,0,1,138
1748,1796,,2.43,sector 7,14890.0,1631.9677635997314,house,Plot area 181.33(151.61 sq.m.)Built Up area: 345 sq.yards (288.46 sq.m.),,3105.0,,4.0,4.0,2 ,3.0,South-West,old property,0,1,1,0,1,1,38
1749,1797,housing board colony,5.5,sector 28,30556.0,1799.973818562639,house,Plot area 200(167.23 sq.m.),,1800.0,,4.0,3.0,3 ,2.0,North,old property,0,1,0,1,0,0,22
1750,1798,sare crescent parc,0.7,sector 92,5556.0,1260.0,flat,Built Up area: 140 (117.06 sq.m.),,140.0,,3.0,3.0,2 ,14.0,,under construction,0,0,0,0,0,1,38
1751,1799,emaar mgf emerald floors premier,2.65,sector 65,16060.0,1650.0,flat,Carpet area: 1650 (153.29 sq.m.),,,1650.0,3.0,3.0,3 ,5.0,North,relatively new,1,0,1,0,0,1,37
1752,1800,imperia aashiyara,0.4,sector 37c,5882.0,680.0,flat,Carpet area: 680 (63.17 sq.m.),,,680.0,2.0,2.0,3 ,3.0,,under construction,0,0,0,0,0,1,126
1753,1801,huda housing board colony,4.6,sector 31,31506.0,1460.039357582683,house,Plot area 1460(135.64 sq.m.),,1460.0,,6.0,4.0,3+ ,3.0,East,old property,0,0,0,1,0,1,8
1754,1802,deepak minda,1.25,manesar,4715.0,2651.0,flat,Carpet area: 2651 (246.29 sq.m.),,,2651.0,4.0,4.0,3+ ,6.0,,moderately old,0,0,0,0,0,0,44
1755,1803,unitech fresco,1.88,sector 50,10479.0,1794.0,flat,Super Built up area 1794(166.67 sq.m.)Built Up area: 1790 sq.ft. (166.3 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),1794.0192129999998,1790.0,1450.0,3.0,3.0,3+ ,14.0,North,moderately old,0,0,0,1,0,0,174
1756,1804,,1.3,sector 105,11556.0,1124.956732433368,house,Built Up area: 1125 (104.52 sq.m.),,1125.0,,3.0,3.0,1 ,1.0,East,undefined,0,0,0,0,0,1,0
1757,1805,pyramid urban homes 2,0.44,sector 86,7321.0,601.0,flat,Carpet area: 601 (55.83 sq.m.),,,601.0,2.0,2.0,2 ,6.0,East,relatively new,0,0,0,0,0,0,63
1758,1806,,0.5,sector 4,10482.0,477.0082045411181,house,Built Up area: 53 (44.31 sq.m.),,53.0,,5.0,3.0,0 ,1.0,,undefined,0,0,0,0,0,1,0
1759,1807,suncity avenue 76,0.55,sector 76,7422.0,741.0,flat,Carpet area: 741 (68.84 sq.m.),,,741.0,2.0,2.0,2 ,9.0,North-East,under construction,0,0,0,0,0,1,26
1760,1808,signature global solera,0.28,sector 107,5674.0,493.0,flat,Carpet area: 489 (45.43 sq.m.),,,489.0,2.0,2.0,2 ,6.0,West,relatively new,0,0,0,0,0,1,45
1761,1809,assotech blith,0.92,sector 99,6739.0,1365.0,flat,Super Built up area 1365(126.81 sq.m.),1364.970159,,,2.0,2.0,3+ ,22.0,,under construction,0,0,0,0,0,1,56
1762,1810,conscient elevate,6.75,sector 59,19882.0,3395.0,flat,Super Built up area 3395(315.41 sq.m.)Carpet area: 1855 sq.ft. (172.34 sq.m.),3395.0416990000003,,1855.0,4.0,4.0,2 ,10.0,,new Property,1,0,0,0,0,1,31
1763,1811,experion windchants,5.6,sector 112,11529.0,4857.0,flat,Super Built up area 4857(451.23 sq.m.)Built Up area: 3662.34 sq.ft. (340.24 sq.m.),4856.994597,3662.34,,4.0,6.0,3+ ,15.0,North-East,moderately old,1,0,0,0,0,0,157
1764,1812,,6.81,sector 46,36911.0,1844.9784617051828,house,Plot area 205(171.41 sq.m.),,1845.0,,12.0,14.0,3+ ,,East,new Property,1,0,0,1,0,0,40
1765,1813,,11.0,sector 25,35530.0,3095.9752321981423,house,Plot area 344(287.63 sq.m.),,3096.0,,5.0,5.0,3+ ,2.0,,relatively new,1,1,1,0,1,1,29
1766,1814,hsiidc sidco aravali,0.81,manesar,3129.0,2589.0,flat,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1877 sq.ft. (174.38 sq.m.),2587.964477,1900.0,1877.0,3.0,3.0,3+ ,2.0,South-West,moderately old,1,0,0,0,0,1,74
1767,1815,hero homes,1.95,sector 104,21195.0,920.0283085633404,house,Plot area 920(85.47 sq.m.),,920.0,,3.0,5.0,3+ ,2.0,,moderately old,0,0,0,0,0,1,64
1768,1816,bestech park view ananda,1.35,sector 81,7541.0,1790.0,flat,Super Built up area 1790(166.3 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),1790.03657,,1130.0,3.0,3.0,3+ ,10.0,North-East,moderately old,0,0,0,0,1,0,72
1769,1817,,0.7,sector 4,6648.0,1052.94825511432,house,Built Up area: 117 (97.83 sq.m.),,117.0,,3.0,3.0,0 ,1.0,,undefined,0,0,0,0,0,1,0
1770,1818,paras dews,1.15,sector 106,6534.0,1760.0,flat,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),1760.0052889999997,1186.0,1130.0,3.0,4.0,3+ ,12.0,East,relatively new,1,0,1,0,0,0,174
1771,1819,tulip violet,1.65,sector 69,8872.0,1860.0,flat,Built Up area: 1578 (146.6 sq.m.),,1578.0,,3.0,3.0,2 ,1.0,,relatively new,0,0,0,0,0,0,69
1772,1820,spaze privy,3.1,sector 72,8486.0,3653.075654018384,house,Plot area 3653(339.37 sq.m.),,3653.0,,5.0,5.0,3+ ,21.0,,relatively new,0,0,0,0,0,1,0
1773,1821,m3m soulitude,1.33,sector 89,16985.0,783.0,flat,Built Up area: 1423 (132.2 sq.m.)Carpet area: 783 sq.ft. (72.74 sq.m.),,1423.0,783.0,3.0,3.0,3 ,4.0,North-West,new Property,0,0,1,0,0,1,125
1774,1822,,1.7,sector 108,5666.0,3000.3529827038474,house,Built Up area: 3000 (278.71 sq.m.)Carpet area: 2600 sq.ft. (241.55 sq.m.),,3000.0,2600.0,4.0,4.0,3+ ,1.0,North-East,undefined,0,0,0,0,0,1,0
1775,1823,ireo the grand arch,2.2,sector 58,13480.0,1632.0,flat,Super Built up area 1632(151.62 sq.m.)Built Up area: 1432 sq.ft. (133.04 sq.m.)Carpet area: 1232 sq.ft. (114.46 sq.m.),1632.022518,1432.0,1232.0,2.0,2.0,1 ,5.0,North-East,relatively new,0,0,1,0,0,0,94
1776,1824,godrej summit,0.85,sector 104,6896.0,1233.0,flat,Carpet area: 1450 (134.71 sq.m.),,,1450.0,2.0,2.0,3 ,12.0,,relatively new,0,0,1,1,0,1,61
1777,1825,chd avenue,0.98,sector 71,6049.0,1620.0,flat,Super Built up area 1620(150.5 sq.m.),1619.96695,,,3.0,3.0,3 ,0.0,South-East,moderately old,0,0,1,0,0,1,65
1778,1826,,3.0,sector 2,19268.0,1556.9856757317832,house,Plot area 173(144.65 sq.m.),,1557.0,,6.0,4.0,3+ ,3.0,South,old property,0,0,0,0,0,0,28
1779,1827,bptp amstoria,1.9,sector 102,8444.0,2250.0,flat,Super Built up area 2727(253.35 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),2727.034065,2500.0,2250.0,3.0,3.0,3+ ,1.0,North-East,relatively new,1,0,0,0,0,1,174
