level_0,index,society,price,sector,price_per_sqft,area,property_type,areaWithType,super_built_up_area,built_up_area,carpet_area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,servant room,pooja room,study room,others,store room,furnishing_type,luxary_score
1542,1585,m3m woodshire,1.35,sector 107,5717.0,2361.0,flat,Super Built up area 2361(219.34 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.),2360.953826,1950.0,,3.0,4.0,3+ ,8.0,South,relatively new,1,0,0,0,0,0,74
1543,1586,,8.5,sector 43,31481.0,2700.0412947492136,house,Plot area 300(250.84 sq.m.),,2700.0,,5.0,5.0,3 ,3.0,West,moderately old,1,0,0,0,0,0,113
1544,1587,pareena coban residences,1.23,sector 99a,6159.0,1997.0,flat,Super Built up area 1997(185.53 sq.m.),1997.026367,,,3.0,5.0,3 ,5.0,North-East,relatively new,1,0,0,0,0,1,99
1545,1588,puri emerald bay,2.45,sector 104,10000.0,2450.0,flat,Super Built up area 2450(227.61 sq.m.)Carpet area: 1840 sq.ft. (170.94 sq.m.),2449.971279,,1840.0,3.0,4.0,3+ ,14.0,South,relatively new,1,0,0,0,0,0,56
1546,1589,pyramid urban,0.6,sector 67a,8571.0,700.0,flat,Super Built up area 700(65.03 sq.m.),699.976417,,,2.0,2.0,2 ,14.0,,new Property,0,0,0,0,0,1,15
1547,1590,dlf regency park,2.26,sector 28,13696.0,1650.0,flat,Super Built up area 1777(165.09 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),1777.0122509999999,1700.0,1650.0,3.0,3.0,2 ,19.0,East,old property,1,0,0,0,0,1,158
1548,1591,dlf the skycourt,1.5,sector 86,9740.0,1540.0,flat,Super Built up area 1929(179.21 sq.m.)Built Up area: 1780 sq.ft. (165.37 sq.m.)Carpet area: 1540 sq.ft. (143.07 sq.m.),1928.998519,1780.0,1540.0,3.0,3.0,3+ ,18.0,West,relatively new,0,0,1,0,0,1,174
1549,1592,m3m soulitude,1.42,sector 89,9978.0,1423.0,flat,Carpet area: 1423 (132.2 sq.m.),,,1423.0,3.0,3.0,2 ,3.0,,new Property,0,0,0,0,0,1,15
1550,1593,laxmi garden sector-11,1.5,sector 11,12820.0,1170.0468018720749,house,Plot area 130(108.7 sq.m.),,1170.0,,12.0,9.0,1 ,3.0,East,relatively new,1,1,1,1,0,0,106
1551,1594,experion the heartsong,0.93,sector 108,6079.0,1530.0,flat,Super Built up area 1283(119.19 sq.m.),1282.949241,,,2.0,3.0,3 ,10.0,East,relatively new,0,0,0,0,0,1,81
1552,1595,ats tourmaline,2.3,sector 109,8897.0,2585.0,flat,Super Built up area 2585(240.15 sq.m.),2584.950585,,,3.0,4.0,3+ ,10.0,East,new Property,1,0,0,1,0,1,74
1553,1596,dlf the ultima,2.21,sector 81,10365.0,2132.0,flat,Super Built up area 2132(198.07 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),2132.0056729999997,,1650.0,3.0,3.0,3+ ,3.0,South,relatively new,1,0,0,0,0,2,149
1554,1597,lavanya apartments,0.9,sector 81,5056.0,1780.0,flat,Built Up area: 1780 (165.37 sq.m.),,1780.0,,3.0,3.0,0 ,7.0,,undefined,0,0,0,0,0,1,0
1555,1598,eldeco accolade,0.85,sohna road,6724.0,1264.0,flat,Super Built up area 1264(117.43 sq.m.)Carpet area: 730 sq.ft. (67.82 sq.m.),1264.004777,,730.0,2.0,2.0,3 ,10.0,,new Property,0,0,0,0,0,1,72
1556,1599,eldeco accolade,1.2,sector 33,8043.0,1492.0,flat,Built Up area: 1492 (138.61 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),,1492.0,849.0,2.0,2.0,2 ,0.0,,undefined,0,0,0,0,0,1,56
1557,1600,,3.2,sector 9,13519.0,2367.038982173238,house,Plot area 263(219.9 sq.m.),,2367.0,,3.0,3.0,2 ,1.0,East,old property,0,0,0,0,0,0,36
1558,1601,satya element one,0.94,sector 49,14009.0,671.0,flat,Carpet area: 671 (62.34 sq.m.),,,671.0,1.0,2.0,2 ,2.0,East,undefined,0,0,0,0,0,1,0
1559,1602,,0.74,sector 105,7400.0,1000.0,house,Built Up area: 1000 (92.9 sq.m.),,1000.0,,3.0,3.0,0 ,2.0,,undefined,0,0,0,0,0,1,0
1560,1603,bhemerlei,0.69,sohna road road,5100.0,1353.0,flat,Built Up area: 1350 (125.42 sq.m.),,1350.0,,2.0,2.0,2 ,3.0,,under construction,0,0,0,0,0,1,0
1561,1604,,8.25,sector 27,45833.0,1800.0130910042983,house,Plot area 210(175.59 sq.m.)Built Up area: 205 sq.yards (171.41 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),,1845.0,1800.0,12.0,12.0,3+ ,4.0,East,new Property,1,1,0,0,0,0,40
1562,1605,dlf regency park,1.6,sector 28,14545.0,1100.0,flat,Carpet area: 1100 (102.19 sq.m.),,,1100.0,2.0,2.0,2 ,3.0,North,relatively new,0,0,0,0,0,1,52
1563,1606,dlf the primus,2.2,sector 82a,10516.0,2092.0,flat,Super Built up area 2092(194.35 sq.m.),2091.963965,,,3.0,3.0,3+ ,16.0,North-East,relatively new,1,0,0,0,0,2,174
1564,1607,silverglades tarudhan valley golf resort,3.6,bissar,14815.0,2429.969625379683,house,Plot area 270(225.75 sq.m.),,2430.0,,3.0,3.0,2 ,2.0,,moderately old,1,1,1,1,0,2,160
1565,1608,sare crescent parc royal greens phase 1,0.95,sector 92,5007.0,1897.0,flat,Super Built up area 1897(176.24 sq.m.),1897.029736,,,4.0,5.0,3+ ,4.0,,moderately old,1,0,0,0,0,1,37
1566,1610,signature global city,1.1,sector 37d,9838.0,1118.0,flat,Carpet area: 1118 (103.87 sq.m.),,,1118.0,2.0,2.0,2 ,4.0,South,undefined,0,0,0,0,0,1,59
1567,1611,luxury dlf city floors,8.25,sector 26,45833.0,1800.0130910042983,house,Plot area 200(167.23 sq.m.),,1800.0,,12.0,12.0,3+ ,4.0,North,new Property,1,0,0,0,0,0,105
1568,1612,,4.5,sector 9a,14286.0,3149.9370012599747,house,Plot area 14(354.1 sq.m.),,14.0,,9.0,9.0,3+ ,3.0,,relatively new,0,1,1,1,0,0,38
1569,1613,the castle society,2.0,sector 56,8695.0,2300.0,flat,Super Built up area 2300(213.68 sq.m.),2300.030152,,,4.0,4.0,2 ,4.0,,under construction,0,0,0,0,0,1,0
1570,1614,m3m woodshire,0.98,sector 107,6421.0,1526.0,flat,Super Built up area 1534(142.51 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),1533.9633889999998,,1056.0,2.0,2.0,3 ,7.0,West,relatively new,0,0,1,0,0,0,174
1571,1615,godrej habitat,1.2,sector 3,8310.0,1444.0,flat,Super Built up area 1444(134.15 sq.m.),1443.977185,,,2.0,2.0,3 ,0.0,,under construction,0,0,0,0,0,1,60
1572,1616,la vida by tata housing,2.7,sector 113,16363.0,1650.0,flat,Built Up area: 2217 (205.97 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),,2217.0,1650.0,3.0,4.0,3+ ,4.0,North-West,relatively new,1,0,0,0,0,0,49
1573,1617,,0.9,sector 7,10000.0,900.0,house,Plot area 100(83.61 sq.m.),,900.0,,6.0,4.0,3 ,3.0,North-East,old property,1,0,0,1,0,0,44
1574,1618,emaar mgf the palm drive,2.8,sector 66,14358.0,1950.0,flat,Super Built up area 1950(181.16 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),1949.988124,1920.0,1600.0,3.0,3.0,2 ,12.0,East,new Property,1,1,1,0,0,2,69
1575,1619,dlf city plots phase 2,10.0,sector 25,400000.0,250.0,house,Plot area 250(23.23 sq.m.),,250.0,,12.0,12.0,3+ ,4.0,North,relatively new,1,0,1,0,0,0,114
1576,1620,,1.6,sector 8,28674.0,557.9967915184487,house,Plot area 62(51.84 sq.m.),,558.0,,4.0,6.0,1 ,3.0,,relatively new,0,0,0,0,0,1,0
1577,1621,greenopolis,0.65,sector 89,5195.0,1251.0,flat,Carpet area: 1251 (116.22 sq.m.),,,1251.0,2.0,2.0,2 ,15.0,,under construction,0,0,0,0,0,1,37
1578,1622,signature the serenas,0.5,sohna road,9406.0,532.0,flat,Carpet area: 531.57 (49.38 sq.m.),,,531.57,2.0,2.0,2 ,6.0,,new Property,0,0,0,0,0,1,37
1579,1623,godrej,0.95,sector 33,6859.0,1385.0,flat,Super Built up area 1385(128.67 sq.m.),1384.9910129999998,,,2.0,2.0,3+ ,3.0,South-East,under construction,0,0,0,0,0,1,0
1580,1624,bestech park view ananda,0.9,sector 81,6618.0,1360.0,flat,Super Built up area 1360(126.35 sq.m.),1360.0187649999998,,,2.0,2.0,3 ,8.0,,new Property,0,0,0,1,0,1,60
1581,1625,imt view society,0.95,manesar,3653.0,2601.0,flat,Super Built up area 2600(241.55 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),2600.020045,,1900.0,3.0,4.0,3 ,6.0,South-East,moderately old,1,0,0,0,0,1,81
1582,1626,,4.3,sector 47,29311.0,1467.0260311828324,house,Plot area 163(136.29 sq.m.),,1467.0,,6.0,4.0,2 ,2.0,,moderately old,0,0,0,1,0,1,0
1583,1627,pareena laxmi apartments,0.32,sector 99a,6106.0,524.0,flat,Super Built up area 524(48.68 sq.m.)Carpet area: 424.8 sq.ft. (39.47 sq.m.),523.9866519999999,,424.8,2.0,2.0,2 ,2.0,,new Property,0,0,0,0,0,1,50
1584,1628,puri emerald bay,2.49,sector 104,10163.0,2450.0,flat,Super Built up area 2450(227.61 sq.m.),2449.971279,,,3.0,3.0,3+ ,14.0,South,relatively new,1,0,0,0,0,0,129
1585,1629,shree vardhman flora,1.27,sector 90,4951.0,2565.0,flat,Super Built up area 2575(239.23 sq.m.)Carpet area: 1950 sq.ft. (181.16 sq.m.),2575.0477969999997,,1950.0,4.0,5.0,2 ,9.0,North-East,new Property,1,0,1,0,0,1,83
1586,1630,,,sector 25,,,house,Plot area 502(419.74 sq.m.)Built Up area: 450 sq.yards (376.26 sq.m.)Carpet area: 400 sq.yards (334.45 sq.m.),,4050.0,3600.0,5.0,5.0,3+ ,2.0,West,relatively new,1,1,1,1,0,0,49
1587,1631,ats kocoon,1.65,sector 109,10645.0,1550.0,flat,Super Built up area 1745(162.12 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),1745.043468,1650.0,1550.0,3.0,3.0,3 ,19.0,East,relatively new,0,0,0,0,1,0,159
1588,1632,bestech park view ananda,1.15,sector 81,6927.0,1660.0,flat,Super Built up area 1660(154.22 sq.m.)Carpet area: 1082 sq.ft. (100.52 sq.m.),1660.008658,,1082.0,3.0,2.0,3+ ,12.0,East,relatively new,0,0,0,0,0,1,101
1589,1633,tulip violet,1.2,sector 69,10909.0,1100.0,flat,Built Up area: 1100 (102.19 sq.m.),,1100.0,,2.0,3.0,0 ,0.0,,undefined,0,0,0,0,0,1,54
1590,1634,international city by sobha phase 1,6.0,sector 109,9634.0,6227.942702927133,house,Plot area 692(578.6 sq.m.),,6228.0,,5.0,5.0,3+ ,2.0,South-West,relatively new,1,1,1,0,1,1,160
1591,1635,m3m sierra 68,1.25,sector 68,10245.0,1220.0,flat,Super Built up area 1220(113.34 sq.m.)Carpet area: 694 sq.ft. (64.47 sq.m.),1219.980426,,694.0,2.0,2.0,3 ,4.0,,new Property,0,0,0,0,0,1,44
1592,1636,bestech park view sanskruti,1.83,sector 92,7870.0,2325.0,flat,Super Built up area 2325(216 sq.m.),2325.0024,,,4.0,3.0,3 ,8.0,East,new Property,1,0,0,0,0,1,128
1593,1637,antriksh heights,0.69,sector 84,5111.0,1350.0,flat,Super Built up area 1350(125.42 sq.m.),1350.0083379999999,,,2.0,2.0,3+ ,8.0,West,relatively new,0,0,1,0,0,1,59
1594,1638,ansal heights 86,0.95,sector 86,5621.0,1690.0,flat,Carpet area: 1690 (157.01 sq.m.),,,1690.0,3.0,2.0,1 ,6.0,,new Property,0,0,0,0,0,1,15
1595,1639,shree vardhman mantra,0.56,sector 67,7000.0,800.0,flat,Carpet area: 800 (74.32 sq.m.),,,800.0,2.0,2.0,1 ,8.0,,new Property,0,0,0,0,0,1,65
1596,1640,m3m skywalk,1.54,sector 74,10814.0,1424.0,flat,Super Built up area 1424(132.29 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1139 sq.ft. (105.82 sq.m.),1423.9563309999999,1200.0,1139.0,2.0,2.0,3+ ,15.0,South-East,relatively new,0,0,0,1,0,1,137
1597,1641,emaar mgf marbella,12.0,sector 66,37037.0,3240.00324000324,house,Plot area 360(301.01 sq.m.),,3240.0,,4.0,4.0,3+ ,3.0,East,relatively new,1,1,1,0,1,0,160
1598,1642,ss the leaf,1.15,sector 85,11966.0,961.0,flat,Super Built up area 1741(161.74 sq.m.)Built Up area: 1263 sq.ft. (117.34 sq.m.)Carpet area: 961 sq.ft. (89.28 sq.m.),1740.953186,1263.0,961.0,2.0,2.0,3 ,20.0,North-East,relatively new,0,1,0,0,0,1,107
1599,1643,,0.7,sector 2,7777.0,900.0900090009001,house,Built Up area: 900 (83.61 sq.m.),,900.0,,1.0,1.0,0 ,1.0,,undefined,0,0,0,0,0,1,0
1600,1644,tata primanti,3.19,sector 72,12152.0,2625.0,flat,Super Built up area 2625(243.87 sq.m.),2624.992293,,,4.0,5.0,3+ ,20.0,North,relatively new,1,0,0,0,0,0,159
1601,1645,adani m2k oyster grande,2.5,sector 102,7817.0,3198.0,flat,Super Built up area 3198(297.1 sq.m.),3197.95469,,,4.0,5.0,3+ ,5.0,South,relatively new,1,0,0,0,0,1,76
1602,1646,orris aster court premier,1.38,sector 85,6509.0,2120.0,flat,Super Built up area 2120(196.95 sq.m.)Built Up area: 1616 sq.ft. (150.13 sq.m.),2119.950105,1616.0,,3.0,4.0,2 ,6.0,North-East,relatively new,1,0,0,0,0,1,76
1603,1647,ansal heights 86,0.64,sector 86,4706.0,1360.0,flat,Built Up area: 1360 (126.35 sq.m.),,1360.0,,2.0,2.0,1 ,3.0,,new Property,0,0,0,0,0,1,73
1604,1648,pioneer park,2.0,sector 61,11764.0,1700.0,flat,Super Built up area 1700(157.94 sq.m.),1700.050366,,,3.0,3.0,3 ,24.0,North-West,moderately old,0,0,0,0,0,0,75
1605,1649,paras dews,1.05,sector 106,8536.0,1230.0,flat,Super Built up area 1760(163.51 sq.m.)Built Up area: 1345 sq.ft. (124.95 sq.m.)Carpet area: 1230 sq.ft. (114.27 sq.m.),1760.0052889999997,1345.0,1230.0,3.0,4.0,3+ ,10.0,North-East,relatively new,1,0,0,0,0,1,174
1606,1650,antriksh heights,1.05,sector 84,5011.0,2095.0,flat,Super Built up area 2095(194.63 sq.m.),2094.977857,,,4.0,4.0,3+ ,3.0,North,new Property,0,0,1,0,0,1,66
1607,1651,dlf the ultima,2.5,sector 81,11726.0,2132.0,flat,Super Built up area 2132(198.07 sq.m.)Built Up area: 2130 sq.ft. (197.88 sq.m.)Carpet area: 2129 sq.ft. (197.79 sq.m.),2132.0056729999997,2130.0,2129.0,3.0,3.0,2 ,4.0,South-East,relatively new,1,0,0,0,0,2,82
1608,1652,shri banke bihari society,1.37,sector 56,9133.0,1500.0,flat,Super Built up area 1500(139.35 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1499.949465,1450.0,1400.0,3.0,3.0,3+ ,2.0,North-East,old property,0,0,0,1,0,1,174
1609,1653,ss the leaf,1.09,sector 85,6666.0,1635.0,flat,Super Built up area 1640(152.36 sq.m.)Built Up area: 1638 sq.ft. (152.18 sq.m.)Carpet area: 1635 sq.ft. (151.9 sq.m.),1639.987804,1638.0,1635.0,2.0,2.0,3 ,9.0,South-West,relatively new,0,0,0,0,1,1,174
1610,1654,sushant lok 1 builder floors,6.25,sector 43,30728.0,2033.9755272064567,house,Plot area 226(188.96 sq.m.),,2034.0,,7.0,7.0,3+ ,3.0,North,moderately old,1,0,1,0,1,1,46
1611,1655,bestech altura,1.85,sector 79,8604.0,2150.0,flat,Super Built up area 2150(199.74 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),2149.981386,1650.0,1350.0,3.0,3.0,3 ,7.0,,new Property,1,0,0,0,0,1,53
1612,1656,ild greens,1.0,sector 37c,4320.0,2315.0,flat,Super Built up area 1875(174.19 sq.m.),1874.9637409999998,,,3.0,3.0,3+ ,5.0,North,under construction,0,0,0,0,0,1,51
1613,1657,,0.75,sector 6,10518.0,713.0633200228181,house,Plot area 713(66.24 sq.m.),,713.0,,6.0,4.0,1 ,3.0,,moderately old,0,0,0,0,0,1,62
1614,1658,m3m merlin,3.0,sector 67,14655.0,2047.0,flat,Super Built up area 2047(190.17 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2046.9708629999998,1900.0,1800.0,3.0,3.0,3+ ,4.0,North-East,relatively new,0,0,0,0,1,0,174
1615,1659,orchid petals,4.79,sector 49,11628.0,4119.0,flat,Super Built up area 4115(382.3 sq.m.),4115.03897,,,5.0,5.0,3+ ,14.0,South,relatively new,1,1,1,0,0,1,49
1616,1660,corona optus,1.44,sector 37c,7250.0,1986.0,flat,Carpet area: 1990 (184.88 sq.m.),,,1990.0,3.0,3.0,3+ ,8.0,North-West,new Property,1,0,0,0,0,1,37
1617,1661,eldeco accolade,1.2,sector 33,8043.0,1492.0,flat,Built Up area: 1492 (138.61 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),,1492.0,849.0,2.0,2.0,2 ,0.0,,undefined,0,0,0,0,0,1,56
1618,1662,ats triumph,2.52,sector 104,8000.0,3150.0,flat,Super Built up area 3150(292.64 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),3149.9476959999997,2800.0,2400.0,4.0,4.0,3+ ,19.0,North-East,relatively new,1,0,0,0,1,0,156
1619,1663,ansal api esencia,1.2,sector 67,7407.0,1620.0,flat,Carpet area: 180 (150.5 sq.m.),,,180.0,3.0,3.0,2 ,1.0,,undefined,0,0,0,0,0,1,49
1620,1664,,0.6,sector 78,3692.0,1625.0,flat,Built Up area: 1625 (150.97 sq.m.),,1625.0,,2.0,2.0,0 ,,,under construction,0,0,0,0,0,1,0
1621,1665,,2.55,sector 43,13178.0,1935.0432539080289,house,Built Up area: 215 (179.77 sq.m.),,215.0,,3.0,3.0,2 ,3.0,,relatively new,0,0,0,0,0,0,60
1622,1666,pyramid urban homes 2,0.5,sector 86,9698.0,516.0,flat,Carpet area: 515.57 (47.9 sq.m.),,,515.57,2.0,2.0,2 ,6.0,,old property,0,0,0,0,0,1,15
1623,1667,,4.5,sector 13,9091.0,4949.950500494995,house,Plot area 550(459.87 sq.m.),,4950.0,,4.0,5.0,2 ,2.0,East,old property,0,0,0,0,0,1,0
1624,1668,piedmont taksila heights,0.9,sector 37c,5855.0,1537.0,flat,Built Up area: 1537 (142.79 sq.m.),,1537.0,,3.0,3.0,3 ,9.0,South-West,moderately old,0,0,0,0,0,0,94
1625,1669,,0.45,sector 8,9000.0,500.0,house,Carpet area: 500 (46.45 sq.m.),,,500.0,1.0,1.0,1 ,3.0,East,undefined,0,0,0,0,0,1,0
1626,1670,assotech blith,0.82,sector 99,6007.0,1365.0,flat,Built Up area: 1365 (126.81 sq.m.),,1365.0,,2.0,2.0,3 ,0.0,,undefined,0,0,0,0,0,1,51
1627,1671,,0.66,sector 6,10784.0,612.0178041543027,house,Plot area 612(56.86 sq.m.),,612.0,,3.0,2.0,1 ,2.0,,old property,0,0,0,0,0,1,36
1628,1672,microtek greenburg,1.3,sector 86,15294.0,850.0,flat,Carpet area: 850 (78.97 sq.m.),,,850.0,2.0,3.0,3 ,5.0,North-East,relatively new,0,0,1,0,0,0,45
1629,1673,m3m woodshire,0.88,sector 107,6442.0,1366.0,flat,Super Built up area 1366(126.91 sq.m.),1366.046549,,,2.0,2.0,3+ ,3.0,East,relatively new,0,0,0,0,0,1,99
1630,1674,emaar mgf marbella,15.1,sector 66,18605.0,8116.097823165815,house,Plot area 754,,8067.799999999999,,5.0,5.0,3+ ,3.0,East,new Property,1,1,1,0,1,1,120
1631,1676,emaar palm gardens,1.76,sector 83,9263.0,1900.0,flat,Super Built up area 1900(176.52 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),1900.0436280000001,1500.0,1240.0,3.0,3.0,3 ,6.0,North-West,relatively new,1,0,0,0,0,0,165
1632,1677,dlf belvedere towers,3.7,sector 25,17619.0,2100.0,flat,Carpet area: 2100 (195.1 sq.m.),,,2100.0,4.0,4.0,3 ,18.0,North-West,old property,1,0,0,0,0,0,26
1633,1678,maruti vihar colony,0.95,sector 28,8886.0,1069.0,flat,Carpet area: 1069 (99.31 sq.m.),,,1069.0,2.0,1.0,1 ,1.0,,old property,0,0,0,0,0,1,59
1634,1679,m3m heights,2.25,sector 65,13608.0,1653.0,flat,Carpet area: 1433 (133.13 sq.m.),,,1433.0,2.0,2.0,3 ,5.0,,under construction,0,0,0,0,0,1,48
1635,1680,,9.9,sector 105,49500.0,2000.0,house,Built Up area: 2000 (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),,2000.0,1800.0,2.0,2.0,2 ,3.0,North,undefined,0,0,0,0,0,1,0
1636,1681,signature global solera,0.28,sector 107,5725.0,489.0,flat,Carpet area: 489 (45.43 sq.m.),,,489.0,2.0,2.0,2 ,6.0,West,relatively new,0,0,0,0,0,1,45
1637,1682,sbtl caladium,1.8,sector 109,7072.0,2545.0,flat,Super Built up area 2545(236.44 sq.m.)Carpet area: 1527 sq.ft. (141.86 sq.m.),2545.0165159999997,,1527.0,3.0,3.0,3+ ,10.0,East,relatively new,0,0,0,0,0,1,174
1638,1683,signature global grand iva,0.3,sector 103,8290.0,362.0,flat,Carpet area: 361.88 (33.62 sq.m.),,,361.88,1.0,2.0,2 ,5.0,,new Property,0,0,0,0,0,1,37
1639,1684,om appartments,0.4,sector 3 phase 2,4444.0,900.0,flat,Carpet area: 900 (83.61 sq.m.),,,900.0,3.0,2.0,1 ,3.0,,relatively new,0,0,0,0,0,1,7
1640,1685,emaar mgf emerald floors premier,2.24,sector 65,13575.0,1650.0,flat,Carpet area: 1650 (153.29 sq.m.),,,1650.0,3.0,3.0,3 ,2.0,North-West,relatively new,1,0,1,0,0,1,46
1641,1686,rof ananda,0.36,sector 95,5658.0,636.0,flat,Carpet area: 645 (59.92 sq.m.),,,645.0,2.0,2.0,2 ,10.0,East,new Property,0,0,1,0,0,1,75
1642,1687,sidhartha ncr one phase,0.56,sector 95,4105.0,1364.0,flat,Super Built up area 1364(126.72 sq.m.),1364.0014079999999,,,2.0,2.0,2 ,10.0,,relatively new,0,0,0,0,0,0,60
1643,1688,dlf regal gardens,1.27,sector 90,5499.0,2310.0,flat,Super Built up area 1755(163.04 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1754.946256,1500.0,1400.0,3.0,3.0,3+ ,2.0,South-West,relatively new,0,0,0,1,0,1,72
1644,1690,smart world gems,1.16,sector 89,10500.0,1105.0,flat,Super Built up area 1103(102.47 sq.m.),1102.976833,,,3.0,2.0,3 ,1.0,,new Property,0,0,1,0,0,1,49
1645,1691,paras dews,1.25,sector 106,11061.0,1130.0,flat,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),1760.0052889999997,1186.0,1130.0,3.0,4.0,3+ ,7.0,South-East,relatively new,1,0,1,0,0,1,167
1646,1692,m3m woodshire,1.15,sector 107,7496.0,1534.0,flat,Super Built up area 1534(142.51 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),1533.9633889999998,,1056.0,2.0,2.0,3 ,0.0,North-East,relatively new,0,0,1,0,0,1,29
1647,1693,spaze privy,3.1,sector 72,6692.0,4632.0,flat,Super Built up area 4632(430.33 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),4632.029087,,2300.0,4.0,5.0,3+ ,8.0,South,moderately old,1,1,1,0,1,1,136
1648,1694,raheja navodaya,0.85,sector 92,4271.0,1990.0,flat,Super Built up area 1990(184.88 sq.m.),1990.029832,,,3.0,3.0,3 ,2.0,North-West,relatively new,0,0,0,0,0,1,100
1649,1695,international city by sobha phase 2,9.4,sector 109,26111.0,3600.015319214124,house,Plot area 400(334.45 sq.m.),,3600.0,,5.0,6.0,3+ ,2.0,North-East,relatively new,1,1,1,0,1,0,147
1650,1696,bestech park view ananda,0.95,sector 81,6985.0,1360.0,flat,Super Built up area 1360(126.35 sq.m.)Built Up area: 1260 sq.ft. (117.06 sq.m.)Carpet area: 894 sq.ft. (83.06 sq.m.),1360.0187649999998,1260.0,894.0,2.0,2.0,2 ,14.0,North-East,relatively new,0,0,0,0,0,0,165
1651,1697,,7.49,sector 55,27741.0,2699.9747665909663,house,Plot area 300(250.84 sq.m.),,2700.0,,12.0,12.0,3+ ,4.0,South-East,relatively new,1,1,1,0,0,0,49
1652,1698,vatika lifestyle homes,1.3,sector 83,4545.0,2860.0,flat,Super Built up area 2860(265.7 sq.m.),2859.96823,,,3.0,3.0,1 ,6.0,North-West,relatively new,0,0,0,0,0,0,79
1653,1699,godrej oasis,1.29,sector 88a,7800.0,1654.0,flat,Super Built up area 1629(151.34 sq.m.)Carpet area: 1628 sq.ft. (151.25 sq.m.),1629.008626,,1628.0,3.0,3.0,3 ,5.0,,new Property,0,0,1,1,0,1,65
1654,1700,ramprastha the edge towers,0.98,sector 37d,5536.0,1770.0,flat,Super Built up area 1770(164.44 sq.m.)Built Up area: 1675 sq.ft. (155.61 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),1770.0157159999999,1675.0,1400.0,3.0,3.0,3+ ,5.0,North-East,relatively new,0,1,0,0,0,1,174
1655,1701,,5.25,sector 43,27132.0,1934.984520123839,house,Plot area 215(179.77 sq.m.),,1935.0,,4.0,4.0,2 ,2.0,,old property,1,0,1,0,0,0,80
1656,1702,emaar mgf palm hills,1.25,sector 77,8620.0,1450.0,flat,Super Built up area 1450(134.71 sq.m.)Carpet area: 1177 sq.ft. (109.35 sq.m.),1450.004969,,1177.0,3.0,4.0,3 ,3.0,North,relatively new,1,0,1,0,0,1,49
1657,1703,,1.55,sohna road,14720.0,1052.9891304347825,house,Plot area 117(97.83 sq.m.),,1053.0,,2.0,3.0,2 ,1.0,North,new Property,0,1,1,0,0,0,49
1658,1704,,4.6,sector 55,21296.0,2160.030052592036,house,Plot area 240(200.67 sq.m.),,2160.0,,3.0,3.0,3+ ,2.0,North,old property,1,1,0,0,1,0,37
1659,1705,m3m skywalk,1.78,sector 74,12500.0,1424.0,flat,Carpet area: 1424 (132.29 sq.m.),,,1424.0,2.0,2.0,3+ ,12.0,,undefined,0,0,0,0,0,1,63
1660,1706,experion the heartsong,2.0,sector 108,7196.0,2779.0,flat,Super Built up area 2779(258.18 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),2779.023702,2500.0,2300.0,4.0,4.0,3+ ,10.0,North-East,relatively new,1,1,0,0,0,0,174
1661,1707,ss the leaf,2.1,sector 85,8720.0,2408.0,flat,Super Built up area 2408(223.71 sq.m.)Carpet area: 1685 sq.ft. (156.54 sq.m.),2407.992069,,1685.0,3.0,4.0,3+ ,6.0,North,relatively new,1,0,0,0,0,1,156
